Column1,text,score,Very.Pos,Very.Neg,Accurate?,Specific?
286,"@AskCiti It is saving account. Branch Delhi, India. Best time to contact: 12:00 to 23:59. Issue: Debit card :(",0,0,0,,
287,"@AskCiti has been going on for several days, so some functionality is off with the site.",0,0,0,,
288,@AskCiti  And I get this: http://t.co/4Jpxm8hfe5,0,0,0,,
289,"@AskCiti Not using a bookmark. Under Contact Us &gt; Send message, I select my account and subject matter and enter msg. Then I press send...",0,0,0,,
290,Me sigue la cuenta @askciti... ahora tengo a quien putear por los $4000 que me cagó el cajero automático hoy a la mañana. Wiii!,0,0,0,,
291,@AskCiti I am a U.S. based Citi Best Buy MasterCard holder. So this would be considered a private label card?,1,0,0,,
292,@AskCiti just sent you a DM,0,0,0,,
293,@AskCiti Authentication issue with https://t.co/wOptOl27oT... your support people are having trouble understanding. Developer contact?,-1,0,0,,
294,@AskCiti when are overdraft fees charged? And how much are they,0,0,0,,
295,Account created over 2 weeks ago and none of the employees have done their work to activate it at citiEgypt @AskCiti,1,0,0,,
296,Worst customer service ever in citiEgypt. Telling me go home and will call u when we reslove it. @AskCiti,-1,0,0,,
297,"Account i created is blocked in citiEgypt and i come for 3 days in a row to withdraw money, cant since they didnt solve problem! @AskCiti",-1,0,0,,
298,"RT @HESherman: Kudos to @AskCiti for their responsiveness to my tweets. But from @ticketmaster, mentioned in same tweets, all is silence. H…",1,0,0,,
299,@AskCiti thank you doing so now,1,0,0,,
300,@AskCiti I have an open credit card account but haven't used the CC in years.  I'm wanting to close the account but don't have full acct #.,0,0,0,,
301,"@AskCiti hey I can't withdraw money in ATM's abroad, any idea why? I called on the phone to post a notice about my trip...",0,0,0,,
302,@AskUSBank How much does it actually cost you when someone overdraws their chkg acct by $100 for 2 days? How much of the $36 fee is profit?,0,0,0,,
303,"@AskUSBank Its been an hour later, still no call.",0,0,0,,
304,@AskUSBank Actually I would love it if you just didn't have rude operators ^_^ and they wouldn't act like I was stupid! That would be all :),0,0,0,,
305,"@KJApplegate Oops, wrong account. @askusbank is following now, feel free to send your info. Thanks! ^kb",0,0,0,,
306,@AskUSBank in the future for future money holders /clients,0,0,0,,
307,@AskUSBank that will be available in their accts when they pay bills would be helpful . im done with us bank years ago but it might help in,2,1,0,,
308,@AskUSBank away with paperwork disclosing that fact clearly . for new accts and people that need to pay with checks knowing the full amount,1,0,0,,
309,"@AskUSBank begin to disclose to new acct holders that their payroll checks portion of it will be held for that time , send them with",0,0,0,,
310,@AskUSBank Is that a possibility? Because that would've definitely helped out.,1,0,0,,
311,"@AskUSBank Because that adds on to the ""where is my money?"" frustration.",-1,0,0,,
312,"@AskUSBank That way this frustration doesn't happen. The ""no one ever told me"" frustration.",-2,0,1,,
313,"@AskUSBank I'm not asking you to fix my problem, I'm asking you to have the policy stated when depositing a check or otherwise.",-1,0,0,,
314,"@AskUSBank Well, I can tell you I was never notified about the hold policy.",1,0,0,,
315,@AskUSBank sure call me but @usbank has given poor woman run around. Sure u r just placating too #dontuseUSbank #fraud,-2,0,1,,
316,@AskUSBank still expecting the DM though,0,0,0,,
317,Dont expect no phone call cause y'all are not paying for my roaming charges so i expect a DM of your costumer service @AskUSBank @usbank,0,0,0,,
318,They charged my paypal account then refunded the money and now took my normal bank account to overdraft like WTH @usbank @AskUSBank,2,1,0,,
319,@AskUSBank Yes. I needed to let you guys know that I will be traveling overseas this month so I don't have any troubles while abroad.,-1,0,0,,
320,@AskUSBank I never deposited it. I took my check back out and took it inside,0,0,0,,
321,@AskUSBank I just dm you my phone number,0,0,0,,
322,@AskUSBank OK,0,0,0,,
323,@AskUSBank More customer service agents so I'm not waiting on the phone for over an hour. Or a number that goes straight to a human.,0,0,0,,
324,@AskUSBank I would love to how can I reach u?,1,0,0,,
325,@AskUSBank I discussed this issue with the manager of the rep I spoke to.  I think it has been discussed enough.,0,0,0,,
326,@AskUSBank still holding,0,0,0,,
327,@AskUSBank I'm trying to discuss my US Bank credit card and have been on hold for over an hour. This is absurd.,-1,0,0,,
328,"@AskUSBank that would be great, thanks",1,0,0,,
329,@AskUSBank @CLKcreative your  account is big enough for a quality sponsor. Check here: http://t.co/DD0hf6rI1P i,1,0,0,,
330,@AskUSBank Why treat loyal customers like trash? Not only that but you give @kroger a black eye. My US bank card is my Kroger card...,1,0,0,,
331,"@AskUSBank it's coming up on 48 hours since I was promised a call back from a ""supervisor"" within 24 hrs. This is customer service??",1,0,0,,
332,@AskUSBank I'm having issues with my credit card but the hold times are ridiculous! How might I get better assistance?,-1,0,0,,
333,@AskUSBank yes please .,0,0,0,,
334,"@AskUSBank Thanks for proving why credit unions are better, at least they gave me an answer with a number followed by other information.",2,1,0,,
335,@AskUSBank Now I cannot get my money back. Customer service no help. I need this money ASAP. Accumulating bank charges as a result. Awful.,-1,0,0,,
336,@AskUSBank Your website is terrible.  I accidentally double paid my balance. Never received email conf of either payment.,-1,0,0,,
337,@AskUSBank Having your customer service reps properly trained would be a good start.,2,1,0,,
338,@AskUSBank it's been 4 months.,0,0,0,,
339,@AskUSBank yeah I've gone in 3 separate times and they've reissued it supposedly each time and they say it'll be here in 7-10 business days.,0,0,0,,
340,@AskUSBank @usbank two months now and still no fix? I don't want to use my browser. Any plans to fix this? #note4 #nolove #maybeswitchbanks,0,0,0,,
341,"@AskUSBank you actually have all my contact info, email, phone (that's how you verified my info), etc....but I sent it again.",0,0,0,,
342,@AskUSBank Anyone home?,0,0,0,,
343,"@AskUSBank I've been locked out of my online account, I think everyone in your call center knows me by now, so I don't think you can help",0,0,0,,
344,@AskUSBank Yes. After one hour and twelve minutes I was able to report a missing card. Now I have to wait 10 days for a new one.,0,0,0,,
345,@AskUSBank I would appreciate it. Feel free to DM me for contact information.,2,1,0,,
346,@AskUSBank they did end up answering after approximately 33 mins. But the rep was very pleasant and answered my questions. Thanks!,1,0,0,,
347,@AskUSBank yes please! Every time I call they are rude to me!,-1,0,0,,
348,"@AskUSBank I called back, it took 30 minutes. It's 2015, you need a better system. No reason we can't text or email. You never called either",1,0,0,,
349,".@AskUSBank: @NicoleDanger Oh no! Is there anything we can do to help things?""

Absolve my debt &amp;&amp; quit swindling freshmen college students.",-1,0,0,,
350,"@AskUSBank already on the phone with a supervisor, thanks",0,0,0,,
351,"Is this a joke? 
""@AskUSBank: @NicoleDanger Oh no! Is there anything we can do to help things? ^cj""",-1,0,0,,
352,@AskUSBank   TY For The Reply....I Was Wondering Cause The Card Says Can't Be Reloaded,0,0,0,,
353,"@AskUSBank reverse this ""automatic payment"" that was made somehow!!!!!!!!!!!",0,0,0,,
354,"@AskUSBank make sure that the money directly deposited in my acct. at 1pm is immediately available, instead of wait until tomorrow.",1,0,0,,
355,Very happy with @usbank @AskUSBank  you helped with my issue after complaining and it was resolved! Thanks ☺️❤️,0,0,0,,
356,@AskUSBank your new ATMs – I can speak for 3 of them I use regularly – are unreliable. New cash deposit always down &amp; unavailable. Fix it!!,-2,0,1,,
357,@AskUSBank Now following.,0,0,0,,
358,@AskUSBank ohhh don't worry we'll be taking this up as well. Still unhappy with service &amp; amazed to get a quicker response via twitter,2,1,0,,
359,"@AskUSBank no I'm not, i lost my debit card but thanks for helping :(",0,0,0,,
360,@AskUSBank finally sorted. Though customer service was atrocious!!!!!!! There are other companies out there,-1,0,0,,
361,@AskUSBank no we are still on the phone and don't have enough cash for groceries,1,0,0,,
362,@AskUSBank 45420. Its the US bank inside of meijer.,0,0,0,,
363,RT @towandabraxton: @AskUSBank No. Not at all. I've had such poor customer service. I've waited days to allow them to handle to no avail. W…,-1,0,0,,
364,@towandabraxton @AskUSBank give her all her fu%king money back shame on yall  scamming ass blue eyed devil,-2,0,1,,
365,@AskUSBank No. Not at all. I've had such poor customer service. I've waited days to allow them to handle to no avail. Wasted money..,-2,0,1,,
366,On hold trying to get the block on card lifted while standing the the super market on NYE unbelievable. #nothappy @AskUSBank,0,0,0,,
367,@AskUSBank yup,0,0,0,,
368,@AskUSBank Done &amp; Done. Thanks for your helpful &amp; prompty reply.,1,0,0,,
369,@AskUSBank yes.,0,0,0,,
370,@AskUSBank my card still won't work!! I've been on hold with fraud for 18 min! In Mexico! That's 50 cents a minute......,0,0,0,,
371,@AskUSBank nah,0,0,0,,
372,@AskUSBank iPhone 6. those settings were already enabled and it still crashed.,-1,0,0,,
373,"@AskUSBank thanks, DM you now",0,0,0,,
374,@AskUSBank I did,0,0,0,,
375,"@AskUSBank 
It was a money order and I'm new so they said it was held for 24 hours. Which I was cool with. 9 days is a bit excessive",0,0,0,,
376,"@AskUSBank 
Yes. Release my funds to me. I was told I could have them at midnight the next day and that was 4 days ago",0,0,0,,
377,@AskUSBank yes please because U.S. bank keeps taking my money,0,0,0,,
378,@AskUSBank on the @amazonfirephone,0,0,0,,
379,@AskUSBank sure.,0,0,0,,
380,"@AskUSBank  no, she couldn't transfer me.she gave me another number to call but I had to go to work",1,0,0,,
381,@AskUSBank I spoke to the manager and she explained and corrected it. Thanks!,0,0,0,,
382,@AskUSBank - maybe you guys should man the phones - I am both a business and personal customer and got both no help and poor attitudes.,-1,0,0,,
383,"@AskUSBank I've only been trying to call you guys for the past few days, but the customer service is ridiculous.",-1,0,0,,
384,"@AskUSBank it's been resolved, but I'm still annoyed. This isn't the first time overdraft charges occurred while in high positive balance.",0,0,0,,
385,"Gee, thanks, @pncbank, for requiring me to have a LESS secure online banking password. http://t.co/pz4RVhd6D1 @pncbank_help",1,0,0,,
386,"@mattlightcomedy @PNCBank @PNCBank_Help Been there, done that. Gotta love the banking cartel, I mean industry.",1,0,0,,
387,RT @_cneurohr: @mattlightcomedy @PNCBank @PNCBank_Help hahah they charge me $36.00 immediately every time even if its -0.03,0,0,0,,
388,@mattlightcomedy @PNCBank @PNCBank_Help hahah they charge me $36.00 immediately every time even if its -0.03,0,0,0,,
389,"@mattlightcomedy @PNCBank @PNCBank_Help thx for heads up, I'm def switching banks too ;)",0,0,0,,
390,RT @mattlightcomedy: I will 100% no longer support @PNCBank @PNCBank_Help after ZERO overdraft notifications to deposit before a few issued.,1,0,0,,
391,RT @mattlightcomedy: 4 dollar overdraft turns into -41.00 without having a 24 hour notice to make a deposit. Unacceptable @PNCBank @PNCBank…,-1,0,0,,
392,4 dollar overdraft turns into -41.00 without having a 24 hour notice to make a deposit. Unacceptable @PNCBank @PNCBank_Help,-1,0,0,,
393,I will 100% no longer support @PNCBank @PNCBank_Help after ZERO overdraft notifications to deposit before a few issued.,1,0,0,,
394,High marks to the customer service pros at @PNCBank @AmericanExpress &amp; @Chase for their swift and efficient help with my stolen cards today.,2,1,0,,
395,"Thanks @PNCBank for charging me on a $60 transaction that never went through, making me purchase it again&amp;refusing to help w/the 1st charge",0,0,0,,
396,"Hey @PNCBank, I've got plenty of money in my account, stop declining my card! @PNCBank_Help",-1,0,0,,
397,@PNCBank_Help @PNCBank Is the most shittiest bank in the world. Literally,0,0,0,,
398,"@PNCBank Thank you! He will be at work at 4, so the sooner the better. This has been incredibly frustrating, but I do appreciate your help.",4,1,0,,
399,@PNCBank_Help Maintenance in the middle of the business day!? This is why I'm dropping @PNCBank. http://t.co/IUoSB4Csv1,0,0,0,,
400,"@Symbolgirl @PNCBank @PNCBank_Help Yep. Its awful. Until its gone or I find a new lender, they can deal with cashing mailed paper checks.",-1,0,0,,
401,It's 2015 but my bank still doesn't allow me to have symbols in my password like every other website in the world... @PNCBank @PNCBank_Help,1,0,0,,
402,Tired of being pushed around by #pncbank @PNCBank. Been 6 months and all that they've done is referred me on #justice @PNCBank_Help,-1,0,0,,
403,"@AskCapitalOne: Yesterday I called and was treated badly by one of your reps,problem was not resolved at all. Can i go to a branch?",-1,0,0,,
404,@AskCapitalOne OK..Thx for the reply and looking forward to see u in HK soon,0,0,0,,
405,"@earntheturn Hi there, would you kindly follow/DM us at @AskCapitalOne so that we may reply? Thanks! ^AW",1,0,0,,
406,"@Billy941 Hi there, please follow/DM us at @AskCapitalOne so that we may reply. Thanks! ^AW",0,0,0,,
